job_id,pred
8f154fcd1e9b4519ae705957e47bf8f5,0.019911970721861197
8f15fe4c47c846cfa6ccb2ea1fd54102,0.03359645538981988
8f1978db679f40448dc6ef3bb1747434,0.4597543100144852
8f22bb4c9c524034a1f01b96ac98d7be,0.017270873576227228
8f24bad7d85e45698c3369c178265a17,0.10548455832600766
8f2e6ebfa288459fbd5bfe0731fa8dbd,0.33645163753182394
8f356bd83f564eb08ed6fb1c3315ea32,0.05129248403641442
8f388043689f4c509b83b377df4a06a9,0.07947987229100058
8f3c57a8865a4ba7b50b375f9a7e80fa,0.10669115702097719
8f452bdcc2c8471682ab2a203d3f9060,0.025882309079080974
8f4552ef35dc42fb95e74469adc04b06,0.01935576693638854
8f45f32234cb417f89d5014049f99551,0.08086328693516942
8f46c4c068b04fadbc4f50a39af61b80,0.06907980003163426
8f4c024064a043baa7efd7a9b7299979,0.025547664407885334
8f4d8dfe97714ebdb9e268e8cf2dd5db,0.029797056597373306
8f5f0443d7894a84af2d11001b9d678b,0.1561738214620449
8f634382ab2a4df4b5057e99deb2a1f6,0.06471315786610697
8f659038b9aa489bab0e74f26475035a,0.05868702585937435
8f70031589c34dccbb01556b1cb638cc,0.01155871280545027
8f72d586703041a5a31b4c03f4282e9c,0.09301231518836534
8f7787116f624eb9943b7890906ef90a,0.08686955777670467
8f7bfd54271c4a84abee51c4a058b79a,0.12049844509478566
8f89e4f7e3464daf9217d24f82c13ffe,0.12606455828439367
8f8b11aa3bb640dbabd949e5ab7f7d12,0.015759377740071003
8f90a80ba2b4439fb53e6b7e40e3357e,0.26083625857247644
8f92bf44f9fb4865be022f490654952a,0.03857943269423616
8f966c9512364e6fbfe14a3767a36e4b,0.056075524490613905
8f97d2da7afe45f4afabe33774f066a5,0.017415330167717572
8f97e9d9e61e431ea1624c67874cf03f,0.05320336370545304
8f9a75ed473f4aea874926bdb10b688e,0.07912512350865182
8f9acd5fab6540e3b1eaef8799c1af55,0.1122801394151543
8f9b327fc9d0467c842d32e0d1325e4f,0.03950573650945055
8f9bd74422d048a394b89c3198eee52e,0.08035565383918677
8f9c4fd846a74d67bb3126d6591554f2,0.10723210605239836
8f9eabc6584f4dd3ba8c8810de22ab36,0.018613607275071425
8f9f256f0912473e882b0755889d760a,0.07705480577466253
8fa21f11fb0741e6a9cdf2f2cce5c0cf,0.021470971542226217
8fa2b298c2f04a6eab80f959eab4835a,0.05720462644970853
8fa2e0d5fc9841f49daebff200dd6eff,0.0665655442675546
